Date,Count
2009-01-01,114
2009-01-02,141
2009-01-03,115
2009-01-04,109
2009-01-05,136
2009-01-06,140
2009-01-07,119
2009-01-08,104
2009-01-09,124
2009-01-10,126
2009-01-11,91
2009-01-12,114
2009-01-13,119
2009-01-14,110
2009-01-15,104
2009-01-16,99
2009-01-17,98
2009-01-18,127
2009-01-19,97
2009-01-20,99
2009-01-21,110
2009-01-22,109
2009-01-23,120
2009-01-24,104
2009-01-25,97
2009-01-26,145
2009-01-27,124
2009-01-28,95
2009-01-29,115
2009-01-30,109
2009-01-31,97
2009-02-01,102
2009-02-02,103
2009-02-03,106
2009-02-04,83
2009-02-05,106
2009-02-06,114
2009-02-07,89
2009-02-08,81
2009-02-09,115
2009-02-10,94
2009-02-11,105
2009-02-12,91
2009-02-13,101
2009-02-14,72
2009-02-15,73
2009-02-16,82
2009-02-17,92
2009-02-18,108
2009-02-19,96
2009-02-20,84
2009-02-21,93
2009-02-22,90
2009-02-23,83
2009-02-24,99
2009-02-25,105
2009-02-26,103
2009-02-27,99
2009-02-28,75
2009-03-01,57
2009-03-02,106
2009-03-03,94
2009-03-04,80
2009-03-05,93
2009-03-06,102
2009-03-07,87
2009-03-08,80
2009-03-09,108
2009-03-10,99
2009-03-11,95
2009-03-12,95
2009-03-13,102
2009-03-14,93
2009-03-15,74
2009-03-16,108
2009-03-17,102
2009-03-18,107
2009-03-19,107
2009-03-20,111
2009-03-21,84
2009-03-22,97
2009-03-23,119
2009-03-24,110
2009-03-25,128
2009-03-26,108
2009-03-27,88
2009-03-28,84
2009-03-29,97
2009-03-30,112
2009-03-31,105
2009-04-01,104
2009-04-02,116
2009-04-03,130
2009-04-04,119
2009-04-05,76
2009-04-06,90
2009-04-07,104
2009-04-08,107
2009-04-09,94
2009-04-10,104
2009-04-11,90
2009-04-12,66
2009-04-13,100
2009-04-14,90
2009-04-15,96
2009-04-16,105
2009-04-17,104
2009-04-18,110
2009-04-19,99
2009-04-20,126
2009-04-21,99
2009-04-22,99
2009-04-23,116
2009-04-24,106
2009-04-25,102
2009-04-26,83
2009-04-27,102
2009-04-28,101
2009-04-29,123
2009-04-30,114
2009-05-01,114
2009-05-02,101
2009-05-03,90
2009-05-04,108
2009-05-05,117
2009-05-06,112
2009-05-07,122
2009-05-08,115
2009-05-09,83
2009-05-10,123
2009-05-11,109
2009-05-12,110
2009-05-13,86
2009-05-14,108
2009-05-15,94
2009-05-16,98
2009-05-17,85
2009-05-18,122
2009-05-19,111
2009-05-20,110
2009-05-21,107
2009-05-22,113
2009-05-23,114
2009-05-24,89
2009-05-25,114
2009-05-26,142
2009-05-27,110
2009-05-28,116
2009-05-29,103
2009-05-30,123
2009-05-31,101
2009-06-01,154
2009-06-02,147
2009-06-03,133
2009-06-04,139
2009-06-05,116
2009-06-06,116
2009-06-07,122
2009-06-08,152
2009-06-09,145
2009-06-10,122
2009-06-11,131
2009-06-12,106
2009-06-13,112
2009-06-14,88
2009-06-15,109
2009-06-16,137
2009-06-17,137
2009-06-18,124
2009-06-19,113
2009-06-20,110
2009-06-21,104
2009-06-22,110
2009-06-23,135
2009-06-24,147
2009-06-25,125
2009-06-26,119
2009-06-27,105
2009-06-28,106
2009-06-29,150
2009-06-30,125
2009-07-01,114
2009-07-02,108
2009-07-03,120
2009-07-04,89
2009-07-05,111
2009-07-06,104
2009-07-07,123
2009-07-08,102
2009-07-09,101
2009-07-10,121
2009-07-11,104
2009-07-12,100
2009-07-13,121
2009-07-14,153
2009-07-15,128
2009-07-16,117
2009-07-17,97
2009-07-18,105
2009-07-19,103
2009-07-20,130
2009-07-21,118
2009-07-22,121
2009-07-23,104
2009-07-24,139
2009-07-25,120
2009-07-26,104
2009-07-27,153
2009-07-28,114
2009-07-29,129
2009-07-30,116
2009-07-31,125
2009-08-01,109
2009-08-02,107
2009-08-03,126
2009-08-04,119
2009-08-05,139
2009-08-06,122
2009-08-07,118
2009-08-08,95
2009-08-09,102
2009-08-10,123
2009-08-11,96
2009-08-12,121
2009-08-13,116
2009-08-14,107
2009-08-15,95
2009-08-16,118
2009-08-17,96
2009-08-18,106
2009-08-19,127
2009-08-20,109
2009-08-21,89
2009-08-22,112
2009-08-23,111
2009-08-24,120
2009-08-25,102
2009-08-26,119
2009-08-27,107
2009-08-28,122
2009-08-29,112
2009-08-30,96
2009-08-31,130
2009-09-01,104
2009-09-02,106
2009-09-03,106
2009-09-04,117
2009-09-05,100
2009-09-06,103
2009-09-07,101
2009-09-08,133
2009-09-09,116
2009-09-10,111
2009-09-11,105
2009-09-12,93
2009-09-13,78
2009-09-14,97
2009-09-15,111
2009-09-16,100
2009-09-17,89
2009-09-18,117
2009-09-19,103
2009-09-20,81
2009-09-21,90
2009-09-22,80
2009-09-23,113
2009-09-24,108
2009-09-25,98
2009-09-26,91
2009-09-27,93
2009-09-28,119
2009-09-29,121
2009-09-30,105
2009-10-01,93
2009-10-02,94
2009-10-03,90
2009-10-04,90
2009-10-05,108
2009-10-06,114
2009-10-07,101
2009-10-08,98
2009-10-09,109
2009-10-10,94
2009-10-11,111
2009-10-12,104
2009-10-13,105
2009-10-14,100
2009-10-15,85
2009-10-16,104
2009-10-17,92
2009-10-18,84
2009-10-19,103
2009-10-20,98
2009-10-21,113
2009-10-22,84
2009-10-23,104
2009-10-24,101
2009-10-25,106
2009-10-26,135
2009-10-27,114
2009-10-28,99
2009-10-29,110
2009-10-30,113
2009-10-31,95
2009-11-01,122
2009-11-02,104
2009-11-03,123
2009-11-04,121
2009-11-05,109
2009-11-06,112
2009-11-07,98
2009-11-08,96
2009-11-09,124
2009-11-10,115
2009-11-11,111
2009-11-12,128
2009-11-13,117
2009-11-14,111
2009-11-15,78
2009-11-16,109
2009-11-17,170
2009-11-18,109
2009-11-19,124
2009-11-20,144
2009-11-21,107
2009-11-22,80
2009-11-23,106
2009-11-24,114
2009-11-25,99
2009-11-26,59
2009-11-27,104
2009-11-28,104
2009-11-29,98
2009-11-30,139
2009-12-01,109
2009-12-02,131
2009-12-03,130
2009-12-04,137
2009-12-05,121
2009-12-06,114
2009-12-07,152
2009-12-08,124
2009-12-09,132
2009-12-10,109
2009-12-11,121
2009-12-12,81
2009-12-13,91
2009-12-14,125
2009-12-15,136
2009-12-16,111
2009-12-17,119
2009-12-18,98
2009-12-19,90
2009-12-20,87
2009-12-21,122
2009-12-22,131
2009-12-23,112
2009-12-24,84
2009-12-25,42
2009-12-26,80
2009-12-27,73
2009-12-28,112
2009-12-29,101
2009-12-30,126
2009-12-31,103
2010-01-01,91
2010-01-02,86
2010-01-03,93
2010-01-04,107
2010-01-05,108
2010-01-06,97
2010-01-07,97
2010-01-08,67
2010-01-09,72
2010-01-10,74
2010-01-11,95
2010-01-12,103
2010-01-13,109
2010-01-14,98
2010-01-15,84
2010-01-16,91
2010-01-17,79
2010-01-18,78
2010-01-19,110
2010-01-20,91
2010-01-21,86
2010-01-22,90
2010-01-23,101
2010-01-24,64
2010-01-25,115
2010-01-26,90
2010-01-27,89
2010-01-28,87
2010-01-29,74
2010-01-30,84
2010-01-31,70
2010-02-01,71
2010-02-02,88
2010-02-03,85
2010-02-04,76
2010-02-05,81
2010-02-06,79
2010-02-07,61
2010-02-08,75
2010-02-09,83
2010-02-10,70
2010-02-11,61
2010-02-12,62
2010-02-13,43
2010-02-14,64
2010-02-15,65
2010-02-16,48
2010-02-17,83
2010-02-18,67
2010-02-19,85
2010-02-20,56
2010-02-21,59
2010-02-22,77
2010-02-23,83
2010-02-24,74
2010-02-25,60
2010-02-26,86
2010-02-27,80
2010-02-28,72
2010-03-01,99
2010-03-02,85
2010-03-03,96
2010-03-04,80
2010-03-05,92
2010-03-06,70
2010-03-07,65
2010-03-08,80
2010-03-09,78
2010-03-10,74
2010-03-11,86
2010-03-12,100
2010-03-13,84
2010-03-14,67
2010-03-15,94
2010-03-16,84
2010-03-17,81
2010-03-18,87
2010-03-19,92
2010-03-20,74
2010-03-21,62
2010-03-22,100
2010-03-23,90
2010-03-24,108
2010-03-25,91
2010-03-26,99
2010-03-27,79
2010-03-28,73
2010-03-29,98
2010-03-30,94
2010-03-31,79
2010-04-01,86
2010-04-02,93
2010-04-03,91
2010-04-04,72
2010-04-05,108
2010-04-06,109
2010-04-07,110
2010-04-08,95
2010-04-09,87
2010-04-10,107
2010-04-11,87
2010-04-12,116
2010-04-13,100
2010-04-14,109
2010-04-15,98
2010-04-16,90
2010-04-17,115
2010-04-18,82
2010-04-19,108
2010-04-20,119
2010-04-21,115
2010-04-22,103
2010-04-23,93
2010-04-24,85
2010-04-25,92
2010-04-26,110
2010-04-27,115
2010-04-28,116
2010-04-29,100
2010-04-30,100
2010-05-01,109
2010-05-02,72
2010-05-03,83
2010-05-04,100
2010-05-05,67
2010-05-06,92
2010-05-07,110
2010-05-08,90
2010-05-09,62
2010-05-10,90
2010-05-11,111
2010-05-12,117
2010-05-13,101
2010-05-14,105
2010-05-15,112
2010-05-16,89
2010-05-17,124
2010-05-18,97
2010-05-19,128
2010-05-20,101
2010-05-21,105
2010-05-22,107
2010-05-23,90
2010-05-24,130
2010-05-25,119
2010-05-26,92
2010-05-27,138
2010-05-28,93
2010-05-29,97
2010-05-30,77
2010-05-31,87
2010-06-01,124
2010-06-02,108
2010-06-03,106
2010-06-04,111
2010-06-05,99
2010-06-06,78
2010-06-07,113
2010-06-08,109
2010-06-09,114
2010-06-10,107
2010-06-11,110
2010-06-12,89
2010-06-13,70
2010-06-14,114
2010-06-15,98
2010-06-16,93
2010-06-17,85
2010-06-18,95
2010-06-19,98
2010-06-20,91
2010-06-21,112
2010-06-22,127
2010-06-23,105
2010-06-24,112
2010-06-25,109
2010-06-26,115
2010-06-27,66
2010-06-28,116
2010-06-29,105
2010-06-30,118
2010-07-01,107
2010-07-02,109
2010-07-03,91
2010-07-04,75
2010-07-05,84
2010-07-06,125
2010-07-07,106
2010-07-08,95
2010-07-09,103
2010-07-10,83
2010-07-11,77
2010-07-12,125
2010-07-13,125
2010-07-14,117
2010-07-15,128
2010-07-16,109
2010-07-17,86
2010-07-18,75
2010-07-19,142
2010-07-20,125
2010-07-21,108
2010-07-22,102
2010-07-23,114
2010-07-24,111
2010-07-25,81
2010-07-26,123
2010-07-27,113
2010-07-28,125
2010-07-29,110
2010-07-30,104
2010-07-31,94
2010-08-01,85
2010-08-02,117
2010-08-03,122
2010-08-04,109
2010-08-05,86
2010-08-06,98
2010-08-07,109
2010-08-08,90
2010-08-09,110
2010-08-10,106
2010-08-11,75
2010-08-12,127
2010-08-13,98
2010-08-14,100
2010-08-15,93
2010-08-16,116
2010-08-17,114
2010-08-18,102
2010-08-19,99
2010-08-20,109
2010-08-21,107
2010-08-22,103
2010-08-23,132
2010-08-24,117
2010-08-25,96
2010-08-26,108
2010-08-27,117
2010-08-28,109
2010-08-29,72
2010-08-30,103
2010-08-31,117
2010-09-01,116
2010-09-02,94
2010-09-03,121
2010-09-04,106
2010-09-05,101
2010-09-06,95
2010-09-07,132
2010-09-08,115
2010-09-09,88
2010-09-10,97
2010-09-11,90
2010-09-12,92
2010-09-13,98
2010-09-14,118
2010-09-15,111
2010-09-16,101
2010-09-17,108
2010-09-18,100
2010-09-19,81
2010-09-20,106
2010-09-21,112
2010-09-22,70
2010-09-23,108
2010-09-24,109
2010-09-25,91
2010-09-26,79
2010-09-27,111
2010-09-28,107
2010-09-29,97
2010-09-30,111
2010-10-01,94
2010-10-02,95
2010-10-03,87
2010-10-04,94
2010-10-05,115
2010-10-06,92
2010-10-07,102
2010-10-08,83
2010-10-09,83
2010-10-10,85
2010-10-11,125
2010-10-12,136
2010-10-13,105
2010-10-14,128
2010-10-15,98
2010-10-16,95
2010-10-17,87
2010-10-18,128
2010-10-19,94
2010-10-20,118
2010-10-21,116
2010-10-22,125
2010-10-23,110
2010-10-24,107
2010-10-25,110
2010-10-26,122
2010-10-27,121
2010-10-28,113
2010-10-29,112
2010-10-30,87
2010-10-31,94
2010-11-01,122
2010-11-02,117
2010-11-03,101
2010-11-04,107
2010-11-05,103
2010-11-06,99
2010-11-07,64
2010-11-08,114
2010-11-09,115
2010-11-10,94
2010-11-11,106
2010-11-12,109
2010-11-13,92
2010-11-14,118
2010-11-15,117
2010-11-16,113
2010-11-17,121
2010-11-18,87
2010-11-19,120
2010-11-20,87
2010-11-21,86
2010-11-22,109
2010-11-23,134
2010-11-24,108
2010-11-25,66
2010-11-26,82
2010-11-27,89
2010-11-28,92
2010-11-29,138
2010-11-30,112
2010-12-01,114
2010-12-02,125
2010-12-03,108
2010-12-04,134
2010-12-05,96
2010-12-06,107
2010-12-07,103
2010-12-08,108
2010-12-09,96
2010-12-10,81
2010-12-11,86
2010-12-12,72
2010-12-13,80
2010-12-14,105
2010-12-15,94
2010-12-16,85
2010-12-17,111
2010-12-18,95
2010-12-19,67
2010-12-20,96
2010-12-21,101
2010-12-22,95
2010-12-23,111
2010-12-24,73
2010-12-25,56
2010-12-26,47
2010-12-27,93
2010-12-28,104
2010-12-29,92
2010-12-30,94
2010-12-31,87
2011-01-01,104
2011-01-02,68
2011-01-03,107
2011-01-04,118
2011-01-05,120
2011-01-06,105
2011-01-07,100
2011-01-08,103
2011-01-09,65
2011-01-10,24
2011-01-11,49
2011-01-12,54
2011-01-13,90
2011-01-14,81
2011-01-15,74
2011-01-16,74
2011-01-17,86
2011-01-18,112
2011-01-19,98
2011-01-20,87
2011-01-21,100
2011-01-22,64
2011-01-23,71
2011-01-24,91
2011-01-25,99
2011-01-26,84
2011-01-27,82
2011-01-28,87
2011-01-29,73
2011-01-30,76
2011-01-31,75
2011-02-01,69
2011-02-02,72
2011-02-03,74
2011-02-04,61
2011-02-05,71
2011-02-06,36
2011-02-07,56
2011-02-08,76
2011-02-09,83
2011-02-10,62
2011-02-11,62
2011-02-12,60
2011-02-13,54
2011-02-14,87
2011-02-15,64
2011-02-16,61
2011-02-17,72
2011-02-18,76
2011-02-19,78
2011-02-20,67
2011-02-21,86
2011-02-22,102
2011-02-23,64
2011-02-24,93
2011-02-25,98
2011-02-26,73
2011-02-27,90
2011-02-28,81
2011-03-01,79
2011-03-02,71
2011-03-03,95
2011-03-04,65
2011-03-05,76
2011-03-06,67
2011-03-07,90
2011-03-08,90
2011-03-09,79
2011-03-10,85
2011-03-11,82
2011-03-12,73
2011-03-13,70
2011-03-14,80
2011-03-15,84
2011-03-16,87
2011-03-17,66
2011-03-18,78
2011-03-19,90
2011-03-20,64
2011-03-21,89
2011-03-22,77
2011-03-23,81
2011-03-24,82
2011-03-25,79
2011-03-26,83
2011-03-27,80
2011-03-28,100
2011-03-29,106
2011-03-30,120
2011-03-31,114
2011-04-01,108
2011-04-02,77
2011-04-03,82
2011-04-04,99
2011-04-05,93
2011-04-06,116
2011-04-07,111
2011-04-08,114
2011-04-09,100
2011-04-10,77
2011-04-11,98
2011-04-12,96
2011-04-13,99
2011-04-14,103
2011-04-15,104
2011-04-16,104
2011-04-17,85
2011-04-18,96
2011-04-19,117
2011-04-20,106
2011-04-21,95
2011-04-22,101
2011-04-23,84
2011-04-24,63
2011-04-25,124
2011-04-26,122
2011-04-27,96
2011-04-28,101
2011-04-29,100
2011-04-30,87
2011-05-01,90
2011-05-02,112
2011-05-03,106
2011-05-04,98
2011-05-05,106
2011-05-06,90
2011-05-07,133
2011-05-08,74
2011-05-09,115
2011-05-10,119
2011-05-11,121
2011-05-12,112
2011-05-13,101
2011-05-14,88
2011-05-15,76
2011-05-16,106
2011-05-17,99
2011-05-18,109
2011-05-19,85
2011-05-20,105
2011-05-21,104
2011-05-22,102
2011-05-23,105
2011-05-24,117
2011-05-25,111
2011-05-26,97
2011-05-27,110
2011-05-28,94
2011-05-29,87
2011-05-30,80
2011-05-31,136
2011-06-01,99
2011-06-02,91
2011-06-03,96
2011-06-04,86
2011-06-05,79
2011-06-06,116
2011-06-07,98
2011-06-08,89
2011-06-09,110
2011-06-10,108
2011-06-11,79
2011-06-12,66
2011-06-13,105
2011-06-14,121
2011-06-15,107
2011-06-16,95
2011-06-17,131
2011-06-18,100
2011-06-19,87
2011-06-20,133
2011-06-21,93
2011-06-22,103
2011-06-23,126
2011-06-24,106
2011-06-25,101
2011-06-26,94
2011-06-27,106
2011-06-28,142
2011-06-29,122
2011-06-30,99
2011-07-01,98
2011-07-02,89
2011-07-03,105
2011-07-04,93
2011-07-05,121
2011-07-06,114
2011-07-07,119
2011-07-08,111
2011-07-09,88
2011-07-10,72
2011-07-11,137
2011-07-12,113
2011-07-13,119
2011-07-14,103
2011-07-15,101
2011-07-16,105
2011-07-17,98
2011-07-18,128
2011-07-19,102
2011-07-20,103
2011-07-21,118
2011-07-22,107
2011-07-23,119
2011-07-24,83
2011-07-25,132
2011-07-26,131
2011-07-27,123
2011-07-28,95
2011-07-29,108
2011-07-30,98
2011-07-31,118
2011-08-01,150
2011-08-02,122
2011-08-03,99
2011-08-04,117
2011-08-05,106
2011-08-06,81
2011-08-07,102
2011-08-08,127
2011-08-09,102
2011-08-10,100
2011-08-11,100
2011-08-12,108
2011-08-13,96
2011-08-14,74
2011-08-15,112
2011-08-16,93
2011-08-17,109
2011-08-18,102
2011-08-19,109
2011-08-20,101
2011-08-21,88
2011-08-22,121
2011-08-23,107
2011-08-24,124
2011-08-25,111
2011-08-26,109
2011-08-27,105
2011-08-28,83
2011-08-29,153
2011-08-30,94
2011-08-31,107
2011-09-01,106
2011-09-02,104
2011-09-03,110
2011-09-04,114
2011-09-05,70
2011-09-06,99
2011-09-07,91
2011-09-08,110
2011-09-09,89
2011-09-10,102
2011-09-11,80
2011-09-12,97
2011-09-13,89
2011-09-14,92
2011-09-15,101
2011-09-16,96
2011-09-17,93
2011-09-18,85
2011-09-19,106
2011-09-20,87
2011-09-21,85
2011-09-22,112
2011-09-23,115
2011-09-24,100
2011-09-25,85
2011-09-26,116
2011-09-27,115
2011-09-28,87
2011-09-29,93
2011-09-30,99
2011-10-01,74
2011-10-02,78
2011-10-03,102
2011-10-04,93
2011-10-05,89
2011-10-06,103
2011-10-07,108
2011-10-08,96
2011-10-09,102
2011-10-10,117
2011-10-11,98
2011-10-12,118
2011-10-13,104
2011-10-14,74
2011-10-15,100
2011-10-16,83
2011-10-17,110
2011-10-18,108
2011-10-19,108
2011-10-20,94
2011-10-21,91
2011-10-22,93
2011-10-23,94
2011-10-24,119
2011-10-25,99
2011-10-26,99
2011-10-27,107
2011-10-28,96
2011-10-29,86
2011-10-30,83
2011-10-31,125
2011-11-01,103
2011-11-02,95
2011-11-03,89
2011-11-04,94
2011-11-05,91
2011-11-06,84
2011-11-07,98
2011-11-08,93
2011-11-09,108
2011-11-10,111
2011-11-11,94
2011-11-12,98
2011-11-13,103
2011-11-14,92
2011-11-15,108
2011-11-16,117
2011-11-17,116
2011-11-18,95
2011-11-19,84
2011-11-20,76
2011-11-21,99
2011-11-22,90
2011-11-23,94
2011-11-24,64
2011-11-25,87
2011-11-26,125
2011-11-27,98
2011-11-28,99
2011-11-29,110
2011-11-30,92
2011-12-01,98
2011-12-02,71
2011-12-03,99
2011-12-04,83
2011-12-05,109
2011-12-06,103
2011-12-07,84
2011-12-08,99
2011-12-09,111
2011-12-10,86
2011-12-11,66
2011-12-12,103
2011-12-13,93
2011-12-14,106
2011-12-15,116
2011-12-16,108
2011-12-17,93
2011-12-18,73
2011-12-19,98
2011-12-20,103
2011-12-21,102
2011-12-22,86
2011-12-23,96
2011-12-24,87
2011-12-25,51
2011-12-26,73
2011-12-27,106
2011-12-28,90
2011-12-29,96
2011-12-30,86
2011-12-31,82
2012-01-01,75
2012-01-02,99
2012-01-03,98
2012-01-04,93
2012-01-05,97
2012-01-06,109
2012-01-07,75
2012-01-08,87
2012-01-09,102
2012-01-10,120
2012-01-11,100
2012-01-12,84
2012-01-13,93
2012-01-14,76
2012-01-15,75
2012-01-16,83
2012-01-17,102
2012-01-18,105
2012-01-19,77
2012-01-20,83
2012-01-21,84
2012-01-22,78
2012-01-23,93
2012-01-24,83
2012-01-25,87
2012-01-26,87
2012-01-27,80
2012-01-28,68
2012-01-29,58
2012-01-30,73
2012-01-31,101
2012-02-01,72
2012-02-02,78
2012-02-03,92
2012-02-04,47
2012-02-05,60
2012-02-06,70
2012-02-07,72
2012-02-08,57
2012-02-09,70
2012-02-10,82
2012-02-11,62
2012-02-12,58
2012-02-13,67
2012-02-14,64
2012-02-15,57
2012-02-16,75
2012-02-17,77
2012-02-18,77
2012-02-19,67
2012-02-20,86
2012-02-21,81
2012-02-22,89
2012-02-23,91
2012-02-24,83
2012-02-25,65
2012-02-26,57
2012-02-27,92
2012-02-28,54
2012-02-29,58
2012-03-01,78
2012-03-02,72
2012-03-03,64
2012-03-04,71
2012-03-05,79
2012-03-06,75
2012-03-07,75
2012-03-08,60
2012-03-09,80
2012-03-10,83
2012-03-11,60
2012-03-12,83
2012-03-13,76
2012-03-14,84
2012-03-15,78
2012-03-16,75
2012-03-17,83
2012-03-18,78
2012-03-19,101
2012-03-20,83
2012-03-21,97
2012-03-22,72
2012-03-23,88
2012-03-24,78
2012-03-25,85
2012-03-26,122
2012-03-27,91
2012-03-28,86
2012-03-29,81
2012-03-30,92
2012-03-31,77
2012-04-01,73
2012-04-02,96
2012-04-03,121
2012-04-04,79
2012-04-05,103
2012-04-06,96
2012-04-07,79
2012-04-08,56
2012-04-09,77
2012-04-10,81
2012-04-11,81
2012-04-12,89
2012-04-13,94
2012-04-14,104
2012-04-15,87
2012-04-16,79
2012-04-17,95
2012-04-18,81
2012-04-19,74
2012-04-20,99
2012-04-21,94
2012-04-22,91
2012-04-23,98
2012-04-24,99
2012-04-25,88
2012-04-26,86
2012-04-27,87
2012-04-28,90
2012-04-29,83
2012-04-30,98
2012-05-01,89
2012-05-02,90
2012-05-03,78
2012-05-04,83
2012-05-05,81
2012-05-06,79
2012-05-07,108
2012-05-08,94
2012-05-09,117
2012-05-10,91
2012-05-11,93
2012-05-12,96
2012-05-13,63
2012-05-14,104
2012-05-15,118
2012-05-16,118
2012-05-17,79
2012-05-18,108
2012-05-19,85
2012-05-20,82
2012-05-21,95
2012-05-22,115
2012-05-23,101
2012-05-24,114
2012-05-25,101
2012-05-26,81
2012-05-27,99
2012-05-28,95
2012-05-29,106
2012-05-30,118
2012-05-31,110
2012-06-01,88
2012-06-02,96
2012-06-03,109
2012-06-04,97
2012-06-05,100
2012-06-06,98
2012-06-07,122
2012-06-08,87
2012-06-09,98
2012-06-10,90
2012-06-11,123
2012-06-12,115
2012-06-13,83
2012-06-14,102
2012-06-15,105
2012-06-16,92
2012-06-17,110
2012-06-18,94
2012-06-19,110
2012-06-20,107
2012-06-21,98
2012-06-22,106
2012-06-23,106
2012-06-24,80
2012-06-25,137
2012-06-26,101
2012-06-27,94
2012-06-28,85
2012-06-29,108
2012-06-30,78
2012-07-01,76
2012-07-02,110
2012-07-03,90
2012-07-04,70
2012-07-05,98
2012-07-06,90
2012-07-07,77
2012-07-08,102
2012-07-09,97
2012-07-10,126
2012-07-11,94
2012-07-12,95
2012-07-13,89
2012-07-14,95
2012-07-15,83
2012-07-16,102
2012-07-17,112
2012-07-18,109
2012-07-19,109
2012-07-20,104
2012-07-21,97
2012-07-22,97
2012-07-23,119
2012-07-24,107
2012-07-25,95
2012-07-26,128
2012-07-27,97
2012-07-28,96
2012-07-29,98
2012-07-30,122
2012-07-31,103
2012-08-01,117
2012-08-02,93
2012-08-03,103
2012-08-04,98
2012-08-05,82
2012-08-06,121
2012-08-07,110
